smca,red,nombre_estacion,clave_estacion,nombre_contaminante,clave_contaminante,fecha,hora,valor,unidades,,Promedios mensuales y anual del Monoxido De Carbono,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/01/2022,6,3.09,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/01/2022,7,3.55,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/01/2022,8,3.88,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/01/2022,9,3.36,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/01/2022,10,2.3,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/01/2022,11,2.21,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/01/2022,12,2.3,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/01/2022,13,2.18,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/01/2022,14,2.27,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/01/2022,15,2.34,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/01/2022,16,3.03,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/01/2022,20,2.41,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/01/2022,21,2.67,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,10/01/2022,22,3.7,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,0,2.75,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,1,2.66,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,2,2.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,3,2.33,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,4,2.39,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,5,2.13,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,6,2.15,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,7,2.29,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,8,2.35,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,9,2.28,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,10,2.11,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,11,2.13,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,12,2.1,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,13,2.28,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,14,2.41,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,15,2.33,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,16,2.37,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,17,2.43,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,18,2.41,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,19,3.36,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,21,3.25,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,22,2.86,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,11/01/2022,23,2.69,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,0,2.43,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,1,2.31,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,2,2.47,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,3,2.6,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,4,2.48,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,5,2.3,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,6,2.87,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,7,3.31,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,8,3.02,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,9,2.53,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,10,2.21,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,11,2.25,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,12,2.14,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,13,2.17,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,14,2.18,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,15,2.28,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,16,2.42,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,17,2.3,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,18,2.37,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,19,2.6,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,20,3.7,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,21,3.57,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,22,3.09,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,12/01/2022,23,2.52,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,0,2.42,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,1,2.44,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,2,2.48,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,3,2.38,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,4,2.49,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,5,2.62,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,6,2.75,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,7,3.31,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,8,3.01,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,9,2.61,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,10,2.19,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,11,2.12,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,12,2.1,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,13,2.18,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,14,2.19,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,15,2.32,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,16,2.45,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,17,2.91,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,18,2.98,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,19,2.8,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,20,3,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,21,3.22,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,22,3.02,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,13/01/2022,23,2.58,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,0,2.57,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,1,2.45,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,2,2.53,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,3,2.33,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,4,2.35,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,5,2.78,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,6,2.95,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,7,2.8,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,8,3.04,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,9,2.66,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,10,2.28,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,11,2.34,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,12,2.27,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,13,2.32,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,14,2.43,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,15,2.25,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,16,2.28,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,17,2.32,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,18,2.26,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,19,2.29,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,20,2.33,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,21,2.31,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,22,2.37,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,14/01/2022,23,2.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,0,2.17,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,1,2.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,2,2.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,3,2.38,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,4,2.33,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,5,2.15,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,6,2.52,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,7,2.88,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,8,2.51,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,9,2.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,10,2.15,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,11,2.14,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,12,2.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,13,2.21,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,14,2.42,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,15,2.29,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,16,2.41,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,17,2.38,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,18,2.42,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,19,2.39,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,20,2.26,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,21,2.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,22,2.29,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,15/01/2022,23,2.4,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,0,2.34,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,1,2.36,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,2,2.3,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,3,2.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,4,2.25,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,5,2.4,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,6,2.4,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,7,2.54,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,8,2.68,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,9,2.17,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,10,2.09,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,11,2.04,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,12,2.26,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,13,2.3,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,14,2.26,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,15,2.28,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,16,2.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,17,2.21,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,18,2.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,19,2.61,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,20,2.64,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,21,3.34,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,22,3.62,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,16/01/2022,23,2.74,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,0,2.42,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,1,2.68,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,2,2.34,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,3,2.22,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,4,2.18,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,5,2.21,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,6,2.38,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,7,3.81,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,8,3.18,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,9,2.28,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,10,2.19,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,11,2.18,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,12,2.18,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,13,2.18,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,14,2.25,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,15,2.23,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,16,2.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,17,2.29,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,18,2.49,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,19,2.34,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,20,2.2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,21,2.42,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,22,2.61,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,17/01/2022,23,2.47,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,0,2.18,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,1,2.08,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,2,2.09,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,3,2.07,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,4,2.13,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,5,2.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,6,2.75,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,7,2.89,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,8,2.88,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,9,2.28,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,10,2.08,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,11,2.12,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,12,2.25,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,13,2.24,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,14,2.27,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,15,2.29,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,16,2.23,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,17,2.26,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,18,2.33,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,19,2.98,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,20,3.67,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,21,2.98,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,22,2.88,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,18/01/2022,23,2.37,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,0,2.19,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,1,2.36,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,2,2.12,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,3,2.14,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,4,2.39,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,5,2.37,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,6,2.45,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,7,2.78,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,8,3.17,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,9,2.55,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,10,2.23,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,12,0.83,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,14,0.52,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,15,0.51,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,16,0.48,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,17,0.53,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,18,0.79,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,19,2,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,20,2.09,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,21,1.53,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,22,1.06,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,19/01/2022,23,0.87,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,20/01/2022,0,0.44,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,20/01/2022,1,0.56,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,20/01/2022,2,0.87,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,20/01/2022,3,0.4,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Monoxido de carbono,CO,20/01/2022,4,0.53,ppm,,,
